lat,lon,value,id,class,image_date,image_source,notes,discard,reason
1460465.708,53896.98378,1,426,n,12/1/2016,landsat,,,
1555235.708,305836.9838,1,427,n,12/1/2016,landsat,,,
1171295.708,-247333.0162,1,428,n,12/1/2016,landsat,,,
1391975.708,24196.98378,1,429,n,12/1/2016,landsat,,,
1259495.708,78676.98378,1,430,n,12/1/2016,landsat,,,
1563875.708,215896.9838,1,431,n,5/24/2013,maxar,,,
1241555.708,179776.9838,1,432,w,12/1/2016,landsat,,,
1442915.708,451246.9838,1,433,n,7/31/2013,maxar,,,
987575.7078,1119406.984,1,434,w,12/1/2016,landsat,,,
780545.7078,1421026.984,1,435,w,12/1/2016,landsat,,,
1227575.708,395416.9838,1,436,w,5/29/2017,maxar,,,
817925.7078,1458946.984,1,437,n,12/1/2016,landsat,might also be water,,
1045955.708,1027276.984,1,438,n,5/15/2017,maxar,,,
955655.7078,1176226.984,1,439,w,7/16/2013,maxar,,,
592955.7078,-511483.0162,1,440,w,10/1/2014,maxar,,,
907055.7078,1387366.984,1,441,n,12/1/2016,landsat,,,
458255.7078,-908473.0162,1,442,n,4/25/2011,maxar,,,
1514585.708,438976.9838,1,443,u,12/1/2016,landsat,near glacier,,
1200485.708,323926.9838,1,444,w,5/29/2017,maxar,,,
1543235.708,397876.9838,1,445,n,2/4/2007,maxar,,,
1398155.708,-61123.01622,1,446,n,12/1/2016,landsat,,,
1622555.708,477136.9838,1,447,n,12/1/2016,landsat,,,
961085.7078,1203076.984,1,448,n,12/1/2016,landsat,,,
944015.7078,1109536.984,1,449,w,10/7/2019,maxar,,,
1022225.708,-87853.01622,1,450,n,8/27/2012,maxar,,,
1512005.708,535216.9838,1,451,n,12/1/2016,landsat,,,
580475.7078,-369133.0162,1,452,n,12/1/2016,landsat,could also be water,,
1297385.708,296416.9838,1,453,n,12/1/2016,landsat,,,
1333415.708,-3433.01622,1,454,n,5/7/2005,maxar,,,
1104305.708,-34573.01622,1,455,n,8/10/2005,maxar,,,
589835.7078,-356623.0162,1,456,w,3/27/2010,maxar,,,
1231205.708,304066.9838,1,457,n,12/1/2016,landsat,,,
1204595.708,-179653.0162,1,458,n,12/1/2016,landsat,,,
1068395.708,1178386.984,1,459,w,7/16/2016,maxar,,,
1133645.708,819796.9838,1,460,n,5/10/2004,maxar,,,
867815.7078,-66703.01622,1,461,w,12/1/2016,landsat,,,
1215425.708,380566.9838,1,462,w,12/1/2016,landsat,,,
1041845.708,1110916.984,1,463,n,12/1/2016,landsat,,,
840485.7078,1250086.984,1,464,w,12/1/2016,landsat,,,
1453385.708,505786.9838,1,465,n,8/11/2013,maxar,,,
639065.7078,-539353.0162,1,466,w,12/1/2016,landsat,,,
897275.7078,1338316.984,1,467,w,12/1/2016,landsat,,,
1175885.708,-124873.0162,1,468,n,9/18/2010,maxar,,,
1566125.708,283576.9838,1,469,n,6/1/2017,maxar,,,
786215.7078,1397866.984,1,470,w,12/1/2016,landsat,,,
1508885.708,572326.9838,1,471,n,6/1/2010,maxar,,,
1253165.708,353836.9838,1,472,f,5/29/2017,maxar,,,
974315.7078,1258366.984,1,473,w,5/13/2012,maxar,,,
1551575.708,326566.9838,1,474,n,4/28/2014,maxar,,,
1433195.708,51826.98378,1,475,n,12/1/2016,landsat,,,
542285.7078,-541903.0162,1,476,w,12/1/2016,landsat,,,
590345.7078,-418333.0162,1,477,w,12/1/2016,landsat,,,
1336895.708,401956.9838,1,478,n,9/3/2018,maxar,,,
1144235.708,355966.9838,1,479,w,9/13/2003,maxar,,,
1491215.708,291736.9838,1,480,n,12/1/2016,landsat,,,
1050575.708,-129313.0162,1,481,n,8/11/2012,maxar,,,
1110035.708,196816.9838,1,482,u,9/1/1996,USGS,very likely not glacier,,
1534715.708,631396.9838,1,483,n,12/1/2016,landsat,,,
1295615.708,156556.9838,1,484,n,7/21/2005,maxar,,,
958205.7078,1288996.984,1,485,w,10/1/2011,maxar,,,
1189415.708,267976.9838,1,486,n,5/14/2012,maxar,,,
896435.7078,-134353.0162,1,487,n,12/1/2016,landsat,,,
1214075.708,364696.9838,1,488,w,8/18/2010,maxar,,,
1171385.708,582286.9838,1,489,w,5/27/2008,maxar,,,
1451855.708,277456.9838,1,490,w,5/30/2017,maxar,freshwater,,
597305.7078,-401563.0162,1,491,w,6/11/2012,maxar,,,
1340855.708,447736.9838,1,492,n,6/18/2004,maxar,,,
550385.7078,-694873.0162,1,493,n,8/27/2014,maxar,,,
1233725.708,-219553.0162,1,494,n,9/15/2010,maxar,,,
1256525.708,53116.98378,1,495,n,8/1/2008,maxar,,,
1129625.708,84916.98378,1,496,w,12/1/2016,landsat,,,
794135.7078,1292596.984,1,497,w,9/12/2006,maxar,,,
1316435.708,592396.9838,1,498,n,6/20/2015,maxar,,,
1199405.708,150106.9838,1,499,n,5/3/2014,maxar,,,
1207805.708,525346.9838,1,500,u,12/1/2016,landsat,very unlikely to be glacier ,,
