lat,lon,value,id,class,image_date,image_source,notes,discard,reason
1264025.708,306376.9838,1,380,g,9/10/2011,Maxar,,,
1188695.708,730606.9838,1,381,d,16-Dec,landsat,,,
1161575.708,305596.9838,1,382,u,14-Dec,landsat,,y,too close to an edge
1500515.708,464926.9838,1,383,d,9/26/2007,Maxar,weird image,m,image quality 
1347065.708,647506.9838,1,384,u,9/7/2015,Maxar,snow issues,,
1249775.708,607306.9838,1,385,d,9/11/2010,Maxar,,,
1330235.708,667516.9838,1,386,g,5/21/2015,Maxar,,,
1248125.708,608626.9838,1,387,d,9/20/2002,Maxar,could also be glacier now,,
1420085.708,582346.9838,1,388,g,8/3/2010,Maxar,,,
1490675.708,188566.9838,1,389,d,8/7/2004,Maxar,,,
1324445.708,685696.9838,1,390,g,14-Dec,landsat,,,
1194275.708,692386.9838,1,391,w,9/27/2009,Maxar,glacial lake ,m,close to edge
1353785.708,570526.9838,1,392,u,16-Dec,landsat,nunatak but close to glacier,,
1295315.708,350506.9838,1,393,g,5/29/2017,na,,,
1241765.708,577786.9838,1,394,g,16-Dec,landsat,,,
1190645.708,654736.9838,1,395,u,16-Dec,landsat,could be glacier ,m,too close to an edge
1356575.708,541696.9838,1,396,u ,9/24/2010,Maxar,could be glacier,y,too close to an edge
1169225.708,847516.9838,1,397,g,16-Dec,landsat,near nunatak,,
1144145.708,26806.98378,1,398,g,5/23/2014,Maxar,,,
1521725.708,434416.9838,1,399,g,16-Dec,Maxar,,,
1240115.708,671746.9838,1,400,u,7/19/2011,Maxar,could have melted,y,too close to an edge
1194185.708,593956.9838,1,401,d,7/2/2009,USGS,,,
1286675.708,386806.9838,1,402,g,5/29/2017,na,,,
1174715.708,982186.9838,1,403,g,16-Dec,landsat,,,
1293515.708,368536.9838,1,404,g,5/29/2017,Maxar,,,
1424255.708,112486.9838,1,405,g,8/10/2015,Maxar,,,
1147775.708,36316.98378,1,406,g,8/1/2015,Maxar,,,
1162445.708,291436.9838,1,407,g,16-Dec,landsat,near nunatak,,
1365305.708,610846.9838,1,408,u,10/30/2012,Maxar,near nunatak,y,too close to an edge
1142225.708,230836.9838,1,409,g,8/23/2015,Maxar,,,
1323275.708,689116.9838,1,410,g,16-Dec,landsat,,,
1163855.708,1105606.984,1,411,g,14-Dec,landsat,near nunatak,,
1511255.708,421516.9838,1,412,d,8/30/2016,Maxar,,,
1054805.708,1201396.984,1,413,u,6-Dec,landsat,insufficient resolution,,
1265765.708,624886.9838,1,414,g,7/17/2009,Maxar,near nunatak,m,close to edge
1236845.708,298006.9838,1,415,g,5/14/2012,Maxar,,,
972575.7078,18796.98378,1,416,g,5/23/2014,Maxar,,,
1534415.708,467896.9838,1,417,u,15-Dec,landsat,insufficient resolution,,
936755.7078,1344406.984,1,418,s,7/13/2013,Maxar,seasonal snow conflation ,,
1333475.708,264946.9838,1,419,g,5/30/2017,Maxar,,,
1277885.708,82186.98378,1,420,u,17-May,landsat,very likely glacier ,,
1179335.708,713446.9838,1,421,d,6/12/2015,Maxar,,,
1252265.708,304786.9838,1,422,u,9/10/2011,Maxar,nunatak but close to glacier,y,too close to an edge
1265765.708,424996.9838,1,423,g,9/16/2010,Maxar,,,
978365.7078,1313386.984,1,424,g,16-Dec,landsat,,,
1353485.708,533086.9838,1,425,d,6/5/2014,Maxar,could also be morrain,,
1374815.708,614776.9838,1,426,g,6/15/2014,Maxar,,,
1199285.708,579466.9838,1,427,d,7/2/2009,USGS,,,
1201445.708,676966.9838,1,428,g,8/30/2009,Maxar,,,
1215665.708,544306.9838,1,429,g,9/6/2004,Maxar,near nunatak,,
1423355.708,110716.9838,1,430,g,8/10/2015,Maxar,,,
1177145.708,579316.9838,1,431,g,8/27/2012,Maxar,some debris,,
1197005.708,646336.9838,1,432,g,16-Dec,landsat,,,
1117205.708,55906.98378,1,433,u,6/29/2009,Maxar,some snow issues,,
1208495.708,577156.9838,1,434,u,5/7/2005,USGS,image deficit ,,
1209725.708,512086.9838,1,435,u,16-Dec,landsat,likely glacier,y,too close to an edge
1221335.708,674446.9838,1,436,u,8/9/2004,Maxar,image deficit ,,
1276025.708,494986.9838,1,437,g,16-Dec,landsat,,,
1110965.708,934546.9838,1,438,g,5/27/2015,Maxar,,,
1190705.708,1027396.984,1,439,g,7/3/2015,Maxar,,,
921035.7078,-55123.01622,1,440,u,16-Dec,landsat,close to an edge ,,
1252805.708,703606.9838,1,441,g,6/8/2016,Maxar,,,
1446485.708,121786.9838,1,442,g,5/31/2017,na,near nunatak,,
1190555.708,755326.9838,1,443,d,8/3/2015,Maxar,,,
1464305.708,170206.9838,1,444,s,5/31/2017,na,nunatak but close to glacier,m,close to edge
989195.7078,29476.98378,1,445,g,5/23/2014,Maxar,,,
1096715.708,941296.9838,1,446,g,5/27/2015,Maxar,near nunatak,m,close to edge
1104725.708,213136.9838,1,447,g,4/16/2011,na,near nunatak,,
1473755.708,170716.9838,1,448,g,8/31/2015,Maxar,could also be debris covered,,
1186745.708,806356.9838,1,449,u,7/8/2009,Maxar,image deficit ,,
1097945.708,201016.9838,1,450,g,5/18/2013,Maxar,small area,,
1217495.708,1024456.984,1,451,g,16-Dec,landsat,near nunatak,,
1249145.708,488506.9838,1,452,u,16-Dec,landsat,insufficient resolution,,
1105565.708,935896.9838,1,453,u,5/27/2015,Maxar,very likely glacier,y,too close to an edge
1209815.708,764836.9838,1,454,g,5/27/2015,Maxar,very close to morrain,m,too close to an edge
1218155.708,693406.9838,1,455,u,16-Dec,landsat,could be glacier,m,too close to an edge
1252565.708,657886.9838,1,456,g,7/15/2008,Maxar,could also be morrain,y,close to edge
1377545.708,613816.9838,1,457,u,6/15/2014,Maxar,near nunatak,y,too close to an edge
1220525.708,296686.9838,1,458,s,9/6/2014,Maxar,seasonal snow conflation ,,
1348955.708,678766.9838,1,459,u,16-Dec,landsat,insufficient resolution,,
1135595.708,235156.9838,1,460,g,8/23/2015,Maxar,near nunatak,,
1141055.708,1135246.984,1,461,g,16-Dec,landsat,near nunatak,,
1245665.708,630406.9838,1,462,g,7/15/2008,Maxar,near edge, m,close to edge
1358195.708,547576.9838,1,463,g,9/24/2010,Maxar,,,
1459565.708,151906.9838,1,464,g,6/13/2015,Maxar,,,
1199975.708,823456.9838,1,465,g,9/10/2011,Maxar,,,
1291265.708,406396.9838,1,466,g,9/3/2018,Maxar,,,
1419605.708,96556.98378,1,467,g,8/10/2015,Maxar,could also be debris covered,,
1241465.708,461146.9838,1,468,u,16-Dec,landsat,insufficient resolution,,
1275695.708,297676.9838,1,469,d,9/10/2011,Maxar,,,
996425.7078,1304626.984,1,470,g,16-Dec,landsat,,,
1348415.708,656056.9838,1,471,g,9/7/2015,Maxar,,,
1197665.708,786106.9838,1,472,g,7/17/2014,Maxar,near nunatak,m,close to edge
1349075.708,669046.9838,1,473,g,5/21/2015,Maxar,near nunatak,,
982745.7078,1281346.984,1,474,u,16-Dec,landsat,insufficient resolution,,
1251485.708,657856.9838,1,475,g,7/15/2008,Maxar,,,
1314335.708,656536.9838,1,476,g,9/7/2015,Maxar,could also be morrain,,
1098095.708,227476.9838,1,477,u,6/16/2012,Maxar,very likely glacier,y,too close to an edge
1014605.708,1266376.984,1,478,u,16-Dec,landsat,insufficient resolution,,
1103225.708,1174246.984,1,479,u,16-Dec,landsat,insufficient resolution,,
1123055.708,50236.98378,1,480,g,8/1/2015,Maxar,,,
1269095.708,314686.9838,1,481,g,6/16/2015,Maxar,near nunatak,m,close to edge
1093505.708,1189906.984,1,482,u,16-Dec,landsat,very likely glacier ,,
1171775.708,985756.9838,1,483,g,16-Dec,landsat,,,
1180235.708,856786.9838,1,484,u,16-Dec,landsat,insufficient resolution,,
1222505.708,683326.9838,1,485,n,8/9/2004,Maxar,nunatak but close to glacier,m,close to edge
1217405.708,57646.98378,1,486,g,15-Dec,landsat,could also be debris covered,,
1372445.708,277756.9838,1,487,u,5/30/2017,na,image deficit ,,
1274105.708,432586.9838,1,488,g,10/1/2018,Maxar,,,
1218935.708,61906.98378,1,489,u,16-Dec,landsat,insufficient resolution,,
1530095.708,383746.9838,1,490,u,16-Dec,landsat,insufficient resolution,,
1475945.708,166276.9838,1,491,d,7/4/2014,Maxar,,,
1226345.708,532906.9838,1,492,g,9/6/2004,Maxar,near edge,m,temporal disconnect
1385975.708,546826.9838,1,493,u,9/10/2011,Maxar,image deficit ,,
1530185.708,360406.9838,1,494,u,16-Dec,landsat,insufficient resolution,,
1443755.708,152596.9838,1,495,g,8/22/2014,Maxar,,,
1071155.708,175426.9838,1,496,g,12/1/2016,landsat,supported by higher res image,,
1255325.708,696616.9838,1,497,g,6/8/2016,Maxar,some snow issues,,
1286405.708,401566.9838,1,498,g,5/29/2017,Maxar,,,
1109135.708,953206.9838,1,499,g,5/27/2015,Maxar,near nunatak,,
1207595.708,701596.9838,1,500,g,16-Dec,landsat,,,
