,lat,lon,value,id,class,image_date,image_source,notes,discard,reason
448,2205467.139,334603.1596,1,449,,,,,,
449,2134307.139,285253.1596,1,450,,,,,,
450,2024387.139,-19336.8404,1,451,,,,,,
451,2168597.139,349333.1596,1,452,,,,,,
452,2113097.139,300913.1596,1,453,,,,,,
453,2276597.139,-266146.8404,1,454,,,,,,
454,2101817.139,337123.1596,1,455,,,,,,
455,2098997.139,304093.1596,1,456,,,,,,
456,2183117.139,401383.1596,1,457,,,,,,
457,2122067.139,300163.1596,1,458,,,,,,
458,2122937.139,351823.1596,1,459,,,,,,
459,2271437.139,408433.1596,1,460,,,,,,
460,2165057.139,229243.1596,1,461,,,,,,
461,2159147.139,255943.1596,1,462,,,,,,
462,2133977.139,328843.1596,1,463,,,,,,
463,1976327.139,-228616.8404,1,464,,,,,,
464,2253977.139,435583.1596,1,465,,,,,,
465,2151737.139,359863.1596,1,466,,,,,,
466,2141087.139,339433.1596,1,467,,,,,,
467,2217347.139,-58696.8404,1,468,,,,,,
468,2144507.139,348133.1596,1,469,,,,,,
469,2149487.139,362953.1596,1,470,,,,,,
470,2106707.139,329053.1596,1,471,,,,,,
471,2027027.139,142063.1596,1,472,,,,,,
472,2163527.139,358843.1596,1,473,,,,,,
473,2173787.139,390343.1596,1,474,,,,,,
474,2128037.139,311233.1596,1,475,,,,,,
475,2210807.139,430573.1596,1,476,,,,,,
476,2150267.139,346633.1596,1,477,,,,,,
477,2154047.139,357973.1596,1,478,,,,,,
478,2222777.139,458533.1596,1,479,,,,,,
479,2215517.139,-210286.8404,1,480,,,,,,
480,2102927.139,337963.1596,1,481,,,,,,
481,2012507.139,158503.1596,1,482,,,,,,
482,2165087.139,361303.1596,1,483,,,,,,
483,2154437.139,403093.1596,1,484,,,,,,
484,2162327.139,346843.1596,1,485,,,,,,
485,2038007.139,376423.1596,1,486,,,,,,
486,2145767.139,385333.1596,1,487,,,,,,
487,2121917.139,350533.1596,1,488,,,,,,
488,2265257.139,-52426.8404,1,489,,,,,,
489,2150057.139,346723.1596,1,490,,,,,,
490,1939877.139,-42586.8404,1,491,,,,,,
491,2160527.139,257263.1596,1,492,,,,,,
492,2319377.139,-154276.8404,1,493,,,,,,
493,2321357.139,-144226.8404,1,494,,,,,,
494,2224367.139,508303.1596,1,495,,,,,,
495,1938857.139,-9166.8404,1,496,,,,,,
496,2267147.139,388423.1596,1,497,,,,,,
497,2118617.139,173023.1596,1,498,,,,,,
498,2230937.139,396583.1596,1,499,,,,,,
499,2109287.139,333553.1596,1,500,,,,,,
