,lat,lon,value,id,class,image_date,image_source,notes,discard,reason
451,2245397.139,128443.1596,1,452,,,,,,
452,2036927.139,31993.1596,1,453,,,,,,
453,1995257.139,330643.1596,1,454,,,,,,
454,1883807.139,-192406.8404,1,455,,,,,,
455,2265707.139,8743.1596,1,456,,,,,,
456,1891277.139,23743.1596,1,457,,,,,,
457,2055197.139,413143.1596,1,458,,,,,,
458,2092007.139,41353.1596,1,459,,,,,,
459,1840997.139,62563.1596,1,460,,,,,,
460,1783187.139,473743.1596,1,461,,,,,,
461,2305037.139,197683.1596,1,462,,,,,,
462,2183177.139,391333.1596,1,463,,,,,,
463,2053217.139,-200656.8404,1,464,,,,,,
464,1961807.139,135823.1596,1,465,,,,,,
465,1843247.139,-194566.8404,1,466,,,,,,
466,1946267.139,377953.1596,1,467,,,,,,
467,1912997.139,-56656.8404,1,468,,,,,,
468,2145047.139,-161506.8404,1,469,,,,,,
469,1833647.139,513613.1596,1,470,,,,,,
470,1875527.139,-249346.8404,1,471,,,,,,
471,1988867.139,182173.1596,1,472,,,,,,
472,2079467.139,455713.1596,1,473,,,,,,
473,1814537.139,496843.1596,1,474,,,,,,
474,2116517.139,222403.1596,1,475,,,,,,
475,1891757.139,441073.1596,1,476,,,,,,
476,2114447.139,-45346.8404,1,477,,,,,,
477,1845827.139,-112516.8404,1,478,,,,,,
478,1935827.139,10213.1596,1,479,,,,,,
479,1846487.139,463903.1596,1,480,,,,,,
480,1808987.139,-47746.8404,1,481,,,,,,
481,2137337.139,-175786.8404,1,482,,,,,,
482,2189987.139,-214486.8404,1,483,,,,,,
483,2273417.139,-189946.8404,1,484,,,,,,
484,2272157.139,393493.1596,1,485,,,,,,
485,2011817.139,413743.1596,1,486,,,,,,
486,2233787.139,-45316.8404,1,487,,,,,,
487,2190407.139,-125776.8404,1,488,,,,,,
488,1981577.139,330793.1596,1,489,,,,,,
489,2297387.139,290953.1596,1,490,,,,,,
490,2205467.139,-41416.8404,1,491,,,,,,
491,2010467.139,-33466.8404,1,492,,,,,,
492,2169827.139,-237196.8404,1,493,,,,,,
493,1814297.139,98773.1596,1,494,,,,,,
494,2212997.139,111403.1596,1,495,,,,,,
495,2283227.139,333373.1596,1,496,,,,,,
496,1950557.139,-220306.8404,1,497,,,,,,
497,1968347.139,280003.1596,1,498,,,,,,
498,2173457.139,2113.1596,1,499,,,,,,
499,1985627.139,69973.1596,1,500,,,,,,
